ID,Name,Type,Episodes,Aired,Members,Scores
53137,Watashi no Touchika,Movie,1,Mar 2021 - Mar 2021,491 members,6.63
41660,Yesterday wo Utatte: Haishin-ban Episode,ONA,6,Apr 2020 - Jun 2020,"24,117 members",6.63
55014,Yishi Du Zun,ONA,45,Apr 2023 - Sep 2023,987 members,6.63
53632,Yumemiru Danshi wa Genjitsushugisha,TV,12,Jul 2023 - Sep 2023,"191,968 members",6.63
3325,Yuusha Exkaiser,TV,48,Feb 1990 - Jan 1991,"3,739 members",6.63
10359,Jewelpet Sunshine,TV,52,Apr 2011 - Mar 2012,"6,293 members",6.63
50633,Jiandao Di Yi Xian,ONA,20,Jun 2022 - Aug 2022,"1,495 members",6.63
7479,Karate Baka Ichidai,TV,47,Oct 1973 - Sep 1974,"2,203 members",6.63
32202,Kimi ni Maji Kyun!,OVA,1,May 2016 - May 2016,"5,548 members",6.63
37139,Koyomi History,Special,1,Sep 2016 - Sep 2016,"20,415 members",6.63
4320,Lupin III: Green vs. Red,OVA,1,Apr 2008 - Apr 2008,"9,765 members",6.63
1420,Lupin III: Russia yori Ai wo Komete,TV Special,1,Jul 1992 - Jul 1992,"7,714 members",6.63
21835,Majin Bone,TV,52,Apr 2014 - Mar 2015,"10,194 members",6.63
9335,Megane na Kanojo,OVA,4,Nov 2010 - Nov 2010,"15,239 members",6.63
8245,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,Movie,1,Aug 2010 - Aug 2010,"7,572 members",6.63
2970,Night Wizard,TV,13,Oct 2007 - Dec 2007,"37,478 members",6.63
56285,Ninja Kamui,TV,13,Feb 2024 - May 2024,"182,137 members",6.63
21177,Nobunaga the Fool,TV,24,Jan 2014 - Jun 2014,"101,561 members",6.63
4054,Norimono Oukoku BuBu ChaCha,TV,26,Apr 1999 - Nov 1999,"1,196 members",6.63
921,Nurse Witch Komugi-chan Magikarte Z,OVA,2,Sep 2004 - Sep 2005,"7,303 members",6.63
34148,Nyanko Days,TV,12,Jan 2017 - Mar 2017,"76,741 members",6.63
53235,One Piece: Dai Tettei Kaibou! Gekitou! 5-nin no Shin Sedai,TV Special,1,Oct 2022 - Oct 2022,"5,791 members",6.63
9922,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,TV,12,Apr 2011 - Jun 2011,"91,784 members",6.63
6031,Osu!! Karate-bu,OVA,4,Oct 1990 - Jul 1992,"2,676 members",6.63
24075,Persona 4 the Golden Animation,TV,12,Jul 2014 - Sep 2014,"98,248 members",6.63
25805,Pokemon Movie 18: Ring no Choumajin Hoopa,Movie,1,Jul 2015 - Jul 2015,"59,519 members",6.63
13173,Pukapuka Juju,TV Special,1,Mar 2012 - Mar 2012,"6,219 members",6.63
34927,Rilu Rilu Fairilu: Mahou no Kagami,TV,51,Apr 2017 - Mar 2018,"2,486 members",6.63
9716,Rurouni Kenshin: Review Special,Special,1,Mar 1997 - Mar 1997,"6,731 members",6.63
11635,Sacred Seven: Shirogane no Tsubasa,Movie,1,Jan 2012 - Jan 2012,"6,842 members",6.63
21027,Saibi,Movie,1,Nov 2013 - Nov 2013,"4,957 members",6.63
34966,Jigoku Shoujo: Yoi no Togi,TV,6,Jul 2017 - Aug 2017,"64,510 members",6.62
3130,Kaibutsu-kun (1980),TV,94,Sep 1980 - Sep 1982,"2,097 members",6.62
757,Kaze wo Mita Shounen,Movie,1,Jul 2000 - Jul 2000,"6,546 members",6.62
36407,Kenja no Mago,TV,12,Apr 2019 - Jun 2019,"629,497 members",6.62
5859,Kiddy GiRL-AND Pilot,OVA,1,May 2007 - May 2007,"5,165 members",6.62
17655,Kidou Senshi Gundam AGE: Memory of Eden,OVA,2,Jul 2013 - Jul 2013,"5,943 members",6.62
14059,Kimagure Orange☆Road: Tanabata Special,OVA,1,Nov 1987 - Nov 1987,"2,461 members",6.62
58978,Kimi ni Todoke: Digest Eizou,ONA,1,Dec 2023 - Dec 2023,"1,234 members",6.62
37272,Kujira no Kora wa Sajou ni Manabu!,Special,2,Jan 2018 - Mar 2018,"10,643 members",6.62
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,Special,1,Jan 2010 - Jan 2010,"6,419 members",6.62
2457,Majokko Tsukune-chan,OVA,6,Aug 2005 - Jan 2006,"4,047 members",6.62
39767,Mao Yao de Huo Han,ONA,20,Dec 2018 - Jun 2019,"1,028 members",6.62
222,Mezzo DSA,TV,13,Jan 2004 - Mar 2004,"25,054 members",6.62
11615,Morita-san wa Mukuchi. 2,TV,13,Oct 2011 - Dec 2011,"14,221 members",6.62
9934,Nekogami Yaoyorozu,TV,12,Jul 2011 - Sep 2011,"25,514 members",6.62
32625,Okusama ga Seitokaichou! OVA: Okusama Gekijou,Special,7,Jan 2016 - Jan 2016,"15,425 members",6.62
6890,Ontama!,ONA,5,Aug 2009 - Nov 2009,"3,143 members",6.62
11841,Qin Shi Mingyue: Ye Jin Tianming,TV,18,Jul 2008 - Aug 2008,"1,496 members",6.62
11491,Recorder to Randoseru Do♪,TV,13,Jan 2012 - Mar 2012,"56,829 members",6.62
1487,.hack//Unison,Special,1,Oct 2003 - Oct 2003,"24,752 members",6.62
59730,"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.",TV,24,Jan 2025 -,"64,858 members",6.62
31763,Accel World: Infinite∞Burst,Movie,1,Jul 2016 - Jul 2016,"75,087 members",6.62
886,Amaenaide yo!! Katsu!!,TV,12,Jan 2006 - Mar 2006,"53,319 members",6.62
54737,Bai Lian Feisheng Lu,ONA,60,Mar 2023 - Oct 2023,951 members,6.62
40228,Bananya: Fushigi na Nakama-tachi,TV,13,Oct 2019 - Dec 2019,"17,220 members",6.62
38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,TV,12,Jan 2020 - Mar 2020,"62,527 members",6.62
3690,Chou Hatsumei Boy Kanipan,TV,21,Feb 1999 - Jun 1999,"1,616 members",6.62
37967,"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",Movie,3,Jan 2018 - Jan 2018,"16,660 members",6.62
35883,Cinderella Girls Gekijou 2nd Season,TV,13,Oct 2017 - Dec 2017,"9,825 members",6.62
42220,Condom Battler Gorou,ONA,4,Jun 2020 - Jun 2020,"2,588 members",6.62
1194,Coyote Ragtime Show,TV,12,Jul 2006 - Sep 2006,"22,086 members",6.62
1853,Cutie Honey F,TV,39,Feb 1997 - Jan 1998,"11,552 members",6.62
14893,"Dakara Boku wa, H ga Dekinai. Mie Sugi! Mizugi Contest",OVA,1,Mar 2013 - Mar 2013,"67,877 members",6.62
563,DNA²,TV,12,Oct 1994 - Dec 1994,"46,713 members",6.62
894,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,Movie,1,Jul 1989 - Jul 1989,"130,140 members",6.62
12035,Dwaeji-ui Wang,Movie,1,Nov 2011 - Nov 2011,"7,613 members",6.62
34776,Eureka Seven AO: One More Time - Lord Don't Slow Me Down,ONA,5,Jan 2017 - Mar 2017,"9,129 members",6.62
12565,Fate/Prototype,OVA,1,Dec 2011 - Dec 2011,"115,992 members",6.62
782,Gasaraki,TV,25,Oct 1998 - Mar 1999,"25,346 members",6.62
49854,Getsuyoubi no Tawawa 2,ONA,12,Sep 2021 - Dec 2021,"71,053 members",6.62
10470,God Eater Prologue,Special,1,Sep 2009 - Sep 2009,"36,741 members",6.62
31629,Granblue Fantasy The Animation,TV,13,Apr 2017 - Jun 2017,"208,745 members",6.62
23539,Gudetama,TV,1717,Mar 2014 - Dec 2023,"13,494 members",6.62
43204,Gundam: G no Reconguista Movie III - Uchuu kara no Isan,Movie,1,Jul 2021 - Jul 2021,"3,312 members",6.62
3689,Hatsumei Boy Kanipan,TV,31,Jul 1998 - Jan 1999,"1,526 members",6.62
9515,Highschool of the Dead: Drifters of the Dead,OVA,1,Apr 2011 - Apr 2011,"316,276 members",6.62
50575,Huang Yan,ONA,16,Apr 2022 - Jul 2022,"1,776 members",6.62
55009,Huyao Xiao Hongniang: Wu Mu,ONA,12,Jun 2023 - Sep 2023,"1,002 members",6.62
7845,Seton Doubutsuki,TV,45,Oct 1989 - Dec 1990,"1,201 members",6.62
58055,Shenyi Jiu Xiaojie 2nd Season,ONA,20,Feb 2024 - Apr 2024,567 members,6.62
19391,Shingeki no Kyojin Picture Drama,Special,9,Jul 2013 - Mar 2014,"58,598 members",6.62
49849,Shinmai Renkinjutsushi no Tenpo Keiei,TV,12,Oct 2022 - Dec 2022,"76,543 members",6.62
12857,Star Driver the Movie,Movie,1,Feb 2013 - Feb 2013,"13,348 members",6.62
50934,Stars*Collection!,ONA,61,Jan 2022 - Mar 2023,"1,504 members",6.62
421,Stratos 4,TV,13,Jan 2003 - Mar 2003,"13,363 members",6.62
38004,Strike Witches: 501 Butai Hasshin Shimasu!,TV,12,Apr 2019 - Jun 2019,"20,994 members",6.62
1532,Suki na Mono wa Suki Dakara Shou ga Nai!!,TV,12,Jan 2005 - Mar 2005,"51,335 members",6.62
32228,Teekyuu 7,TV,12,Jan 2016 - Mar 2016,"17,791 members",6.62
33811,Teekyuu 8,TV,12,Oct 2016 - Dec 2016,"16,164 members",6.62
40901,Toji no Miko: Kizamishi Issen no Tomoshibi,OVA,2,Oct 2020 - Nov 2020,"6,484 members",6.62
1703,Tokyo Tribe 2,TV,13,Nov 2006 - Feb 2007,"12,642 members",6.62
36444,Touken Ranbu: Hanamaru - Makuai Kaisouroku,Movie,1,Dec 2017 - Dec 2017,"5,858 members",6.62
179,Ultra Maniac OVA,OVA,1,Aug 2002 - Aug 2002,"5,937 members",6.62
347,Wild Arms: Twilight Venom,TV,22,Oct 1999 - Mar 2000,"9,068 members",6.62
59349,Salaryman ga Isekai ni Ittara Shitennou ni Natta Hanashi,TV,12,Jan 2025 - Mar 2025,"88,095 members",6.61
1182,Shamanic Princess,OVA,6,Jun 1996 - Jun 1998,"15,589 members",6.61
57513,Shenyuan Youxi,ONA,16,Dec 2023 - Mar 2024,528 members,6.61
10297,Shin Koihime†Musou: Otome Tairan - Gakuensai da yo! Zenin Shuugou no Koto,OVA,1,Feb 2011 - Feb 2011,"6,015 members",6.61
1816,Sonic X,TV,78,Apr 2003 - Mar 2004,"86,093 members",6.61
28063,Sword Art Online II: Sword Art Offline II,Special,9,Oct 2014 - Jun 2015,"66,060 members",6.61
56958,Tai Yi Jian Xian Chuan,ONA,20,Oct 2023 - Feb 2024,958 members,6.61
14333,Tanken Driland,TV,37,Jul 2012 - Mar 2013,"7,283 members",6.61
3668,Telepathy Shoujo Ran,TV,26,Jun 2008 - Dec 2008,"9,865 members",6.61
29697,Tennis no Oujisama: Message in a Bottle,Special,1,Dec 2009 - Dec 2009,"2,790 members",6.61
50760,Teppen!!!!!!!!!!!!!!!,TV,12,Jul 2022 - Sep 2022,"20,851 members",6.61
41589,Tokyo Mew Mew New ♡,TV,12,Jul 2022 - Sep 2022,"46,833 members",6.61
2492,Touch 2: Sayonara no Okurimono,Movie,1,Dec 1986 - Dec 1986,"2,569 members",6.61
2493,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,Movie,1,Apr 1987 - Apr 1987,"2,504 members",6.61
2580,Tsukuyomi: Moon Phase Special,Special,1,Feb 2006 - Feb 2006,"12,436 members",6.61
33208,Utawarerumono: Itsuwari no Kamen Specials,Special,8,Mar 2016 - Jun 2016,"5,285 members",6.61
45643,With All Our Hearts,ONA,1,Jan 2021 - Jan 2021,"1,440 members",6.61
58462,Wonderful Precure! Movie: Dokidoki Game no Sekai de Daibouken!,Movie,1,Sep 2024 - Sep 2024,"2,000 members",6.61
38325,Yi Ren Zhi Xia: Fanwai Pian,ONA,2,Sep 2018 - Apr 2019,"8,681 members",6.61
33840,Kabuki-bu!,TV,12,Apr 2017 - Jun 2017,"20,951 members",6.61
1192,Kakurenbo,Movie,1,Sep 2004 - Sep 2004,"38,997 members",6.61
496,Kamui no Ken,Movie,1,Mar 1985 - Mar 1985,"8,032 members",6.61
667,Kashimashi: Girl Meets Girl,TV,12,Jan 2006 - Mar 2006,"53,024 members",6.61
51569,Kidou Senshi Gundam: Tekketsu no Orphans - Tokubetsu-hen,TV,9,Apr 2022 - May 2022,"2,497 members",6.61
3858,Konchuu Monogatari Minashigo Hutch,TV,91,Apr 1970 - Dec 1971,"4,178 members",6.61
38799,Koukaku Kidoutai: SAC_2045,ONA,12,Apr 2020 - Apr 2020,"35,360 members",6.61
1509,Mamotte! Lollipop,TV,13,Jul 2006 - Sep 2006,"27,100 members",6.61
60749,Maomao no Hitorigoto 2nd Season,ONA,?,Jan 2025 -,"1,015 members",6.61
41917,Min Diao Ju Yi Wen Lu,ONA,12,Aug 2020 - Oct 2020,"6,151 members",6.61
2231,Miyuki,TV,37,Mar 1983 - Apr 1984,"5,057 members",6.61
52274,Nokemono-tachi no Yoru,TV,13,Jan 2023 - Apr 2023,"48,266 members",6.61
45560,Orient,TV,12,Jan 2022 - Mar 2022,"122,548 members",6.61
2615,Otome wa Boku ni Koishiteru Special,Special,1,Apr 2007 - Apr 2007,"12,096 members",6.61
42914,Planetarium Pokemon: Aurora kara no Message,Movie,1,Aug 2020 - Aug 2020,"2,154 members",6.61
20743,Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,TV Special,1,Oct 2013 - Oct 2013,"8,897 members",6.61
42136,Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,Movie,1,Jul 2006 - Jul 2006,"2,471 members",6.61
40152,Porte,OVA,1,Aug 2019 - Aug 2019,"3,123 members",6.61
1247,Project BLUE Chikyuu SOS,TV,6,Jul 2006 - Dec 2006,"4,291 members",6.61
9624,30-sai no Hoken Taiiku,TV,12,Apr 2011 - Jun 2011,"66,068 members",6.61
3835,Ai no Gakkou Cuore Monogatari,TV,26,Apr 1981 - Sep 1981,"3,032 members",6.61
2316,Akakichi no Eleven,TV,52,Apr 1970 - Apr 1971,"2,508 members",6.61
7805,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,ONA,1,Dec 2009 - Dec 2009,"42,235 members",6.61
1757,Di Gi Charat Christmas Special,Special,1,Dec 2000 - Dec 2000,"4,771 members",6.61
33314,Digimon Universe: Appli Monsters,TV,52,Oct 2016 - Sep 2017,"16,425 members",6.61
2632,Doraemon: Time Machine de Oshougatsu,Special,1,Jan 1980 - Jan 1980,"1,916 members",6.61
9330,Dragon Crisis!,TV,12,Jan 2011 - Mar 2011,"176,540 members",6.61
1317,Eyeshield 21: Maboroshi no Golden Bowl,Special,1,Aug 2004 - Aug 2004,"9,002 members",6.61
35814,Granblue Fantasy The Animation: Kabocha no Lantern,Special,1,Nov 2017 - Nov 2017,"18,700 members",6.61
12481,Gregory Horror Show: The Second Guest,TV,25,Apr 2000 - Oct 2000,"2,165 members",6.61
5036,Hurricane Live! 2033,Special,5,Jun 1990 - Jun 1990,"2,853 members",6.61
9362,Hyakka Ryouran: Samurai Girls Specials,Special,6,Nov 2010 - Apr 2011,"25,911 members",6.61
248,Ichigo 100%,TV,12,Apr 2005 - Jun 2005,"118,524 members",6.61
9041,IS: Infinite Stratos,TV,12,Jan 2011 - Apr 2011,"659,887 members",6.61
2467,3 Choume no Tama: Uchi no Tama Shirimasen ka?,TV,36,Nov 1988 - Sep 1994,"3,013 members",6.6
2289,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,Movie,1,Aug 1999 - Aug 1999,"3,186 members",6.6
9549,Alps no Shoujo Heidi: Heidi to Clara-hen,Movie,1,Aug 1996 - Aug 1996,"2,283 members",6.6
1749,Amaenaide yo!!: Yasumanaide yo!!,Special,1,Dec 2005 - Dec 2005,"15,393 members",6.6
6093,Anmitsu Hime,TV,51,Oct 1986 - Sep 1987,"2,109 members",6.6
37589,Ano Hi no Kanojo-tachi,ONA,8,Mar 2018 - Nov 2018,"6,560 members",6.6
3193,Asobot Senki Gokuu,TV,52,Oct 2002 - Sep 2003,"4,087 members",6.6
50953,Bastard!! Ankoku no Hakaishin (ONA),ONA,13,Jun 2022 - Jun 2022,"76,960 members",6.6
35118,Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,OVA,1,Sep 2008 - Sep 2008,"20,577 members",6.6
1672,Bomberman B-Daman Bakugaiden,TV,48,Feb 1998 - Jan 1999,"3,902 members",6.6
39999,Carole & Tuesday: Gus to Roddy no Kaisouroku,TV Special,1,Jul 2019 - Jul 2019,"5,423 members",6.6
36993,Chao Zhi Neng Zu Qiu,TV,52,Jun 2010 - Jun 2014,"2,726 members",6.6
31636,Dagashi Kashi,TV,12,Jan 2016 - Apr 2016,"474,341 members",6.6
1629,Devilman Lady,TV,26,Oct 1998 - May 1999,"27,741 members",6.6
54976,Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai - Nenmatsu Special,TV Special,1,Dec 2022 - Dec 2022,"2,978 members",6.6
38664,Final Fantasy XV: Episode Ardyn - Prologue,ONA,1,Feb 2019 - Feb 2019,"11,837 members",6.6
8187,Fumiko no Kokuhaku,ONA,1,Nov 2009 - Nov 2009,"29,149 members",6.6
7775,Futatsu no Kurumi,TV Special,1,Aug 2007 - Aug 2007,"1,353 members",6.6
34836,Future Card Buddyfight Battsu,TV,52,Apr 2017 - Mar 2018,"5,323 members",6.6
33720,Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,Movie,1,Nov 2015 - Nov 2015,"7,291 members",6.6
32011,Hakuouki: Otogisoushi,TV,12,Apr 2016 - Jun 2016,"6,742 members",6.6
260,Happy☆Lesson (TV),TV,13,Apr 2002 - Jun 2002,"29,961 members",6.6
53720,Hi no Tori: Eden no Sora,ONA,4,Sep 2023 - Sep 2023,"6,500 members",6.6
27709,Saki Biyori Animation,OVA,1,Jul 2015 - Jul 2015,"4,089 members",6.6
7698,Sangokushi: Dai San Bu - Harukanaru Taichi,Movie,1,Apr 1994 - Apr 1994,824 members,6.6
25285,Seireitsukai no Blade Dance Specials,Special,6,Oct 2014 - Mar 2015,"39,077 members",6.6
1544,Super Robot Taisen OG The Animation,OVA,3,May 2005 - Dec 2005,"4,662 members",6.6
34177,Tenshi no 3P!,TV,12,Jul 2017 - Sep 2017,"67,957 members",6.6
7330,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,Movie,1,Dec 2002 - Dec 2002,"2,435 members",6.6
2399,Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,OVA,1,Nov 2002 - Nov 2002,"2,350 members",6.6
41688,Toutotsu ni Egypt Shin,ONA,10,Dec 2020 - Feb 2021,"8,521 members",6.6
14853,Tsukumo,Movie,1,Jun 2012 - Jun 2012,"8,342 members",6.6
6129,Umi Monogatari: Anata ga Ite Kureta Koto,TV,12,Jun 2009 - Sep 2009,"30,319 members",6.6
48097,Wan Jie Qi Yuan,ONA,40,Feb 2021 - Apr 2021,"1,598 members",6.6
2032,Wellber no Monogatari: Sisters of Wellber,TV,13,Apr 2007 - Jun 2007,"10,298 members",6.6
51457,Wu Ying Sanqian Dao,ONA,10,Mar 2022 - May 2022,"1,579 members",6.6
6748,Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,Special,1,Jun 2009 - Jun 2009,"6,515 members",6.59
51706,Yuusha ga Shinda!,TV,12,Apr 2023 - Jun 2023,"141,972 members",6.6
58822,Izure Saikyou no Renkinjutsushi?,TV,12,Jan 2025 - Mar 2025,"85,748 members",6.6
5305,"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",OVA,1,Apr 2009 - Apr 2009,"10,780 members",6.6
34535,Koisuru Shirokuma,Movie,21,Mar 2017 - 2020,"7,966 members",6.6
10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,OVA,1,2006 - 2006,"3,507 members",6.6
56975,Maomao no Hitorigoto,ONA,24,Oct 2023 - Mar 2024,"3,662 members",6.6
1161,Maze☆Bakunetsu Jikuu (TV),TV,25,Apr 1997 - Sep 1997,"8,014 members",6.6
60154,Ore wa Seikan Kokka no Akutoku Ryoushu!,TV,?,Apr 2025 -,"34,570 members",6.6
2501,Papuwa,TV,26,Sep 2003 - Mar 2004,"2,245 members",6.6
919,Ray The Animation,TV,13,Apr 2006 - Jun 2006,"15,644 members",6.6
32262,Renai Boukun,TV,12,Apr 2017 - Jun 2017,"384,439 members",6.6
41503,Jintian Kaishi Shanyao Dengchang,ONA,15,Mar 2023 - Jun 2023,"1,095 members",6.59
2704,Kaiketsu Jouki Tanteidan,TV,26,Oct 1998 - Mar 1999,"5,744 members",6.59
60094,Kankin Kuiki Level X 2nd Season,TV,6,Feb 2025 - Mar 2025,"1,751 members",6.59
88,Kidou Senshi Gundam F91,Movie,1,Mar 1991 - Mar 1991,"35,340 members",6.59
34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,TV,26,Apr 2019 - Oct 2019,"171,125 members",6.59
10950,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,Special,3,Jul 2011 - Jul 2011,"5,890 members",6.59
35135,Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,Movie,1,Nov 2018 - Nov 2018,"13,129 members",6.59
1204,Kujira no Chouyaku,Movie,1,Nov 1998 - Nov 1998,"10,146 members",6.59
6587,Kurokami: Intermission,TV Special,1,Apr 2009 - Apr 2009,"6,673 members",6.59
54535,Kuromi's Pretty Journey,ONA,21,Feb 2023 - Mar 2023,"2,574 members",6.59
60185,Kuromi's Pretty Journey: Hacha Mecha! Multiverse Daidasshutsu!,ONA,19,Oct 2024 - Dec 2024,764 members,6.59
36791,Ling Yu 3rd Season,ONA,12,Jul 2016 - Oct 2016,"2,274 members",6.59
1423,Lupin III: Napoleon no Jisho wo Ubae,TV Special,1,Aug 1991 - Aug 1991,"7,660 members",6.59
2040,Mahou no Angel Sweet Mint,TV,47,May 1990 - Mar 1991,"4,264 members",6.59
3948,Mahou Sensei Negima!: Introduction Film,OVA,3,Aug 2004 - Mar 2005,"13,154 members",6.59
15347,Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,Movie,1,Mar 1984 - Mar 1984,"2,073 members",6.59
9581,MM! Specials,Special,9,Dec 2010 - May 2011,"34,332 members",6.59
23605,Ninja Slayer From Animation,ONA,26,Apr 2015 - Oct 2015,"43,904 members",6.59
55647,One Piece: Dai Gekisen Tokushuu! Hangeki Doumei vs. Big Mom,TV Special,1,Jun 2023 - Jun 2023,"4,107 members",6.59
9568,Peace Maker Kurogane Special,Special,1,Dec 2003 - Dec 2003,"3,136 members",6.59
32359,Pokemon XY&Z: Subete no Nazo wo Tokiakase!,TV Special,1,Dec 2015 - Dec 2015,"5,142 members",6.59
31168,Pokemon XY: Odemashi Ko Majin Hoopa,OVA,1,Jun 2015 - Jun 2015,"12,237 members",6.59
3265,Princess Tutu Recaps,TV Special,3,Dec 2002 - May 2003,"6,080 members",6.59
18099,Recorder to Randoseru Mi☆,TV,12,Jul 2013 - Sep 2013,"24,417 members",6.59
2688,Akai Koudan Zillion,TV,31,Apr 1987 - Dec 1987,"6,522 members",6.59
19429,Akuma no Riddle,TV,12,Apr 2014 - Jun 2014,"274,944 members",6.59
29223,Aldnoah.Zero Extra Archives,Special,1,Jan 2015 - Jan 2015,"15,429 members",6.59
58265,Babanbabanban Vampire,TV,12,Jan 2025 - Mar 2025,"16,316 members",6.59
2801,Candy Candy: Haru no Yobigoe,Movie,1,Mar 1978 - Mar 1978,"2,983 members",6.59
60009,Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Hodoite Shimau kara.,TV,12,Apr 2025 -,"10,385 members",6.59
8632,Chuuzumou,Movie,1,Jan 2010 - Jan 2010,"2,956 members",6.59
17092,Dallyeola Hani,TV,13,Aug 1988 - Nov 1988,"1,132 members",6.59
41194,Darwin's Game: Log Line,TV Special,1,Feb 2020 - Feb 2020,"18,805 members",6.59
5945,Element Hunters,TV,39,Jul 2009 - Mar 2010,"13,961 members",6.59
9837,Emblem Take 2,OVA,2,Oct 1993 - Nov 1995,"2,563 members",6.59
5973,Fight Ippatsu! Juuden-chan!!,TV,12,Jun 2009 - Sep 2009,"37,577 members",6.59
3185,Fortune Quest L,TV,26,Oct 1997 - May 1998,"2,842 members",6.59
32785,Future Card Buddyfight Triple D,TV,51,Apr 2016 - Mar 2017,"5,266 members",6.59
54767,Fuyu no Okurimono,ONA,1,Mar 2023 - Mar 2023,"1,130 members",6.59
385,Gilgamesh,TV,26,Oct 2003 - Mar 2004,"44,301 members",6.59
487,Girls Bravo: Second Season,TV,13,Jan 2005 - Apr 2005,"95,049 members",6.59
32561,Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,Special,1,Mar 2016 - Mar 2016,"59,759 members",6.59
39030,Hataage! Kemono Michi,TV,12,Oct 2019 - Dec 2019,"209,731 members",6.59
2224,Hikari no Densetsu,TV,19,May 1986 - Sep 1986,"6,486 members",6.59
25087,Ie Naki Ko Remy Specials (2001),TV Special,2,Jul 2001 - Jul 2001,"1,125 members",6.59
2905,Ikkitousen: Dragon Destiny Specials,Special,6,Jun 2007 - Nov 2007,"24,249 members",6.59
4723,Seishun Anime Zenshuu,TV,32,Apr 1986 - Dec 1986,"2,783 members",6.59
57877,Sheng Zu,ONA,26,Jan 2024 - Jul 2024,767 members,6.59
39967,Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,Movie,1,Dec 2019 - Dec 2019,"1,585 members",6.59
41222,Shu,ONA,1,Mar 2019 - Mar 2019,707 members,6.59
2161,Skull Man,TV,13,Apr 2007 - Jul 2007,"34,363 members",6.59
1480,Sky Girls OVA,OVA,1,Aug 2006 - Aug 2006,"7,618 members",6.59
39456,Sounan desu ka?,TV,12,Jul 2019 - Sep 2019,"166,564 members",6.59
21879,Sword Art Online: Sword Art Offline - Extra Edition,Special,1,Apr 2014 - Apr 2014,"68,351 members",6.59
10702,Tekken: Blood Vengeance,Movie,1,Jul 2011 - Jul 2011,"23,865 members",6.59
2282,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,TV,26,Apr 1997 - May 1997,"2,703 members",6.59
472,To Heart,TV,13,Apr 1999 - Jun 1999,"29,599 members",6.59
57192,Yeosin Gangnim,ONA,13,Aug 2024 - Oct 2024,"24,776 members",6.59
43001,Youjo Shachou,ONA,13,Jan 2021 - Jan 2021,"4,017 members",6.59
7696,Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,Movie,1,Jan 1992 - Jan 1992,"1,024 members",6.58
1881,Sasami: Mahou Shoujo Club,TV,13,Apr 2006 - Jul 2006,"9,244 members",6.58
51673,Shaman King: Flowers,TV,13,Jan 2024 - Apr 2024,"34,282 members",6.58
1960,Sore Ike! Anpanman,TV,?,Oct 1988 -,"4,930 members",6.58
7536,Soukou Kihei Votoms: Pailsen Files Movie,Movie,1,Jan 2009 - Jan 2009,"2,305 members",6.58
6245,Spirit of Wonder: China-san Tanpenshuu,Special,3,Jan 2001 - Jan 2004,"3,199 members",6.58
1005,Star Ocean EX,TV,26,Apr 2001 - Sep 2001,"14,023 members",6.58
37831,Sword Art Online Alternative: Gun Gale Online - Refrain,TV Special,1,May 2018 - May 2018,"43,022 members",6.58
473,Tide-Line Blue,TV,12,Jul 2005 - Sep 2005,"8,343 members",6.58
175,Tokyo Underground,TV,26,Apr 2002 - Sep 2002,"30,989 members",6.58
1540,"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",TV Special,1,Dec 1998 - Dec 1998,"4,225 members",6.58
