ID,Name,Type,Episodes,Aired,Members,Scores
33206,Kobayashi-san Chi no Maid Dragon,TV,13,Jan 2017 - Apr 2017,"1,283,336 members",7.92
41169,Love Live! Superstar!!,TV,12,Jul 2021 - Oct 2021,"74,937 members",7.92
10721,Mawaru Penguindrum,TV,24,Jul 2011 - Dec 2011,"309,137 members",7.92
56785,Meitantei Conan Movie 27: 100-man Dollar no Michishirube,Movie,1,Apr 2024 - Apr 2024,"10,621 members",7.92
15689,Nekomonogatari: Kuro,TV Special,4,Dec 2012 - Dec 2012,"572,495 members",7.92
8740,One Piece Film: Strong World Episode 0,OVA,1,Apr 2010 - Apr 2010,"89,571 members",7.92
31174,Osomatsu-san,TV,25,Oct 2015 - Mar 2016,"177,166 members",7.92
5682,Phantom: Requiem for the Phantom,TV,26,Apr 2009 - Sep 2009,"346,351 members",7.92
2618,Takarajima,TV,26,Oct 1978 - Apr 1979,"22,500 members",7.92
658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,TV,26,Oct 2005 - Mar 2006,"109,359 members",7.92
11113,Usagi Drop Specials,Special,4,Oct 2011 - Jan 2012,"72,626 members",7.92
35968,Wotaku ni Koi wa Muzukashii,TV,11,Apr 2018 - Jun 2018,"1,047,215 members",7.92
18179,Yowamushi Pedal,TV,38,Oct 2013 - Jul 2014,"240,548 members",7.92
48171,Summer Ghost,Movie,1,Nov 2021 - Nov 2021,"131,900 members",7.91
21647,Tamako Love Story,Movie,1,Apr 2014 - Apr 2014,"408,469 members",7.91
28,Yakitate!! Japan,TV,69,Oct 2004 - Mar 2006,"101,784 members",7.91
30279,Yuru Yuri San☆Hai!,TV,12,Oct 2015 - Dec 2015,"129,346 members",7.91
34944,Bungou Stray Dogs: Dead Apple,Movie,1,Mar 2018 - Mar 2018,"299,242 members",7.91
38409,Cike Wu Liuqi,ONA,10,Apr 2018 - Jun 2018,"124,384 members",7.91
1470,City Hunter,TV,51,Apr 1987 - Mar 1988,"86,612 members",7.91
57066,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,TV,15,Oct 2024 - Mar 2025,"177,510 members",7.91
15,Eyeshield 21,TV,145,Apr 2005 - Mar 2008,"190,091 members",7.91
73,Full Metal Panic! The Second Raid,TV,13,Jul 2005 - Oct 2005,"267,537 members",7.91
187,Initial D Third Stage,Movie,1,Jan 2001 - Jan 2001,"195,240 members",7.91
11739,Kimi to Boku. 2,TV,13,Apr 2012 - Jun 2012,"91,590 members",7.91
56609,Kizumonogatari: Koyomi Vamp,Movie,1,Jan 2024 - Jan 2024,"19,101 members",7.91
16001,Kokoro Connect: Michi Random,Special,4,Nov 2012 - Dec 2012,"267,262 members",7.91
24997,Love Live! The School Idol Movie,Movie,1,Jun 2015 - Jun 2015,"134,862 members",7.91
37675,Overlord III,TV,13,Jul 2018 - Oct 2018,"965,178 members",7.91
27775,Plastic Memories,TV,13,Apr 2015 - Jun 2015,"988,213 members",7.91
37932,Quanzhi Gaoshou 2,ONA,12,Sep 2020 - Dec 2020,"125,523 members",7.91
427,Kaleido Star,TV,51,Apr 2003 - Mar 2004,"89,408 members",7.9
7711,Karigurashi no Arrietty,Movie,1,Jul 2010 - Jul 2010,"374,031 members",7.9
53199,Kidou Senshi Gundam: Suisei no Majo Season 2,TV,12,Apr 2023 - Jul 2023,"100,396 members",7.9
6774,Kuuchuu Buranko,TV,11,Oct 2009 - Dec 2009,"98,242 members",7.9
1695,Les Misérables: Shoujo Cosette,TV,52,Jan 2007 - Dec 2007,"32,069 members",7.9
17265,Log Horizon,TV,25,Oct 2013 - Mar 2014,"1,153,553 members",7.9
55742,Mahoutsukai no Yome Season 2 Part 2,TV,12,Oct 2023 - Dec 2023,"109,563 members",7.9
6438,Meitantei Conan OVA 09: 10-nengo no Stranger,OVA,1,Jun 2009 - Jun 2009,"22,020 members",7.9
29803,Overlord,TV,13,Jul 2015 - Sep 2015,"1,681,744 members",7.9
35848,Promare,Movie,1,May 2019 - May 2019,"292,852 members",7.9
16395,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,OVA,1,Feb 2013 - Feb 2013,"22,449 members",7.9
4106,Trigun: Badlands Rumble,Movie,1,Apr 2010 - Apr 2010,"148,874 members",7.9
48580,Vanitas no Karte,TV,12,Jul 2021 - Sep 2021,"584,172 members",7.9
32995,Yuri!!! on Ice,TV,12,Oct 2016 - Dec 2016,"920,721 members",7.9
52976,Berserk: Ougon Jidai-hen - Memorial Edition,TV,13,Oct 2022 - Dec 2022,"48,474 members",7.9
532,Bishoujo Senshi Sailor Moon S,TV,38,Mar 1994 - Feb 1995,"153,620 members",7.9
34437,Code Geass: Fukkatsu no Lelouch,Movie,1,Feb 2019 - Feb 2019,"331,117 members",7.9
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Movie,1,Apr 2001 - Apr 2001,"11,898 members",7.9
7338,Darker than Black: Kuro no Keiyakusha Gaiden,Special,4,Jan 2010 - Jul 2010,"264,091 members",7.9
22961,Date A Live II: Kurumi Star Festival,OVA,1,Dec 2014 - Dec 2014,"194,444 members",7.9
2761,Densetsu Kyojin Ideon: Hatsudou-hen,Movie,1,Jul 1982 - Jul 1982,"11,633 members",7.9
790,Ergo Proxy,TV,23,Feb 2006 - Aug 2006,"681,711 members",7.9
35222,Gakuen Babysitters,TV,12,Jan 2018 - Mar 2018,"360,753 members",7.9
7062,Hidamari Sketch x ☆☆☆,TV,12,Jan 2010 - Mar 2010,"29,820 members",7.9
2829,Ie Naki Ko Remy,TV,23,Sep 1996 - Mar 1997,"22,298 members",7.9
49469,Beastars Final Season,ONA,12,Dec 2024 - Dec 2024,"88,679 members",7.89
2952,Final Fantasy VII: Advent Children Complete,OVA,1,Apr 2009 - Apr 2009,"135,668 members",7.89
3907,Ginga Sengoku Gunyuuden Rai,TV,52,Apr 1994 - Mar 1995,"17,120 members",7.89
9289,Hanasaku Iroha,TV,26,Apr 2011 - Sep 2011,"340,189 members",7.89
53924,Jibaku Shounen Hanako-kun 2,TV,12,Jan 2025 - Mar 2025,"73,750 members",7.89
85,Kidou Senshi Zeta Gundam,TV,50,Mar 1985 - Feb 1986,"81,233 members",7.89
12031,Kingdom,TV,38,Jun 2012 - Feb 2013,"237,820 members",7.89
27947,Lupin III (2015),TV,24,Oct 2015 - Mar 2016,"74,734 members",7.89
28297,Ore Monogatari!!,TV,24,Apr 2015 - Sep 2015,"707,215 members",7.89
18397,Shingeki no Kyojin OVA,OVA,3,Dec 2013 - Aug 2014,"486,403 members",7.89
12815,Shirokuma Cafe,TV,50,Apr 2012 - Mar 2013,"98,773 members",7.89
20057,Space☆Dandy,TV,13,Jan 2014 - Mar 2014,"374,186 members",7.89
14075,Zetsuen no Tempest,TV,24,Oct 2012 - Mar 2013,"614,212 members",7.89
3228,Zoku Sayonara Zetsubou Sensei,TV,13,Jan 2008 - Mar 2008,"136,692 members",7.89
114,Sakigake!! Cromartie Koukou,TV,26,Oct 2003 - Mar 2004,"147,795 members",7.88
24,School Rumble,TV,26,Oct 2004 - Mar 2005,"336,863 members",7.88
58059,Tsue to Tsurugi no Wistoria,TV,12,Jul 2024 - Sep 2024,"293,697 members",7.88
31098,Ushio to Tora (TV) 2nd Season,TV,13,Apr 2016 - Jun 2016,"137,295 members",7.88
57183,Wu Dong Qian Kun 4th Season,ONA,12,Nov 2023 - Dec 2023,"2,341 members",7.88
37786,Yagate Kimi ni Naru,TV,13,Oct 2018 - Dec 2018,"363,380 members",7.88
58930,Yuanshen: Weixing zhi Lu,ONA,1,May 2024 - May 2024,"3,390 members",7.88
55153,Yuzuki-san Chi no Yonkyoudai.,TV,12,Oct 2023 - Dec 2023,"66,193 members",7.88
29893,Aria the Avvenire,Special,3,Sep 2015 - Sep 2015,"29,680 members",7.88
41462,BanG Dream! Film Live 2nd Stage,Movie,1,Aug 2021 - Aug 2021,"8,838 members",7.88
34438,Code Geass: Hangyaku no Lelouch I - Koudou,Movie,1,Oct 2017 - Oct 2017,"108,525 members",7.88
38436,Doupo Cangqiong 3rd Season,ONA,12,Jul 2019 - Sep 2019,"10,298 members",7.88
31339,Drifters,TV,12,Oct 2016 - Dec 2016,"596,149 members",7.88
26213,Free! Eternal Summer: Kindan no All Hard!,Special,1,Mar 2015 - Mar 2015,"96,331 members",7.88
36028,Golden Kamuy,TV,12,Apr 2018 - Jun 2018,"423,076 members",7.88
54118,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,Movie,2,May 2023 - May 2023,"4,005 members",7.88
2828,Ie Naki Ko,TV,51,Oct 1977 - Oct 1978,"17,644 members",7.88
13331,Jormungand: Perfect Order,TV,12,Oct 2012 - Dec 2012,"201,368 members",7.88
53287,Love Live! Superstar!! 3rd Season,TV,12,Oct 2024 - Dec 2024,"19,281 members",7.88
1088,Macross,TV,36,Oct 1982 - Jun 1983,"116,923 members",7.88
3572,Macross F,TV,25,Apr 2008 - Sep 2008,"151,443 members",7.88
36563,Megalo Box,TV,13,Apr 2018 - Jun 2018,"529,018 members",7.88
780,Meitantei Conan Movie 02: 14-banme no Target,Movie,1,Apr 1998 - Apr 1998,"67,250 members",7.88
38201,Osomatsu-san Movie,Movie,1,Mar 2019 - Mar 2019,"16,214 members",7.88
1594,Jigoku Shoujo Futakomori,TV,26,Oct 2006 - Apr 2007,"166,742 members",7.87
14719,JoJo no Kimyou na Bouken (TV),TV,26,Oct 2012 - Apr 2013,"1,753,274 members",7.87
52168,Kidou Senshi Gundam: Suisei no Majo - Prologue,Special,1,Jul 2022 - Jul 2022,"51,844 members",7.87
30952,New Initial D Movie: Legend 3 - Mugen,Movie,1,Feb 2016 - Feb 2016,"30,569 members",7.87
32547,Non Non Biyori Repeat: Hotaru ga Tanoshinda,OVA,1,Sep 2016 - Sep 2016,"52,068 members",7.87
31490,One Piece Film: Gold,Movie,1,Jul 2016 - Jul 2016,"236,821 members",7.87
2159,Ookiku Furikabutte,TV,25,Apr 2007 - Sep 2007,"103,630 members",7.87
322,Paradise Kiss,TV,12,Oct 2005 - Dec 2005,"243,463 members",7.87
957,Saiunkoku Monogatari,TV,39,Apr 2006 - Feb 2007,"101,314 members",7.87
11813,Shijou Saikyou no Deshi Kenichi OVA,OVA,11,Mar 2012 - May 2014,"59,973 members",7.87
995,Tennis no Oujisama: Zenkoku Taikai-hen,OVA,13,Mar 2006 - Mar 2007,"48,307 members",7.87
2752,Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,OVA,6,Jun 2007 - Jan 2008,"39,007 members",7.87
47405,Wanmei Shijie,ONA,234,Apr 2021 -,"11,998 members",7.87
49570,Wu Dong Qian Kun 3rd Season,ONA,12,May 2022 - Jul 2022,"4,927 members",7.87
41782,BanG Dream! Movie: Poppin' Dream!,Movie,1,Jan 2022 - Jan 2022,"11,587 members",7.87
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie,1,Jun 2012 - Jun 2012,"224,192 members",7.87
10012,Carnival Phantasm,OVA,12,Aug 2011 - Dec 2011,"204,188 members",7.87
14353,Death Billiards,Movie,1,Mar 2013 - Mar 2013,"246,432 members",7.87
2471,Doraemon (1979),TV,1787,Apr 1979 - Mar 2005,"67,644 members",7.87
934,Higurashi no Naku Koro ni,TV,26,Apr 2006 - Sep 2006,"832,454 members",7.87
35075,Hoozuki no Reitetsu 2nd Season,TV,13,Oct 2017 - Dec 2017,"49,571 members",7.87
249,InuYasha,TV,167,Oct 2000 - Sep 2004,"830,306 members",7.87
38408,Boku no Hero Academia 4th Season,TV,25,Oct 2019 - Apr 2020,"1,814,738 members",7.86
51680,Cool Doji Danshi,TV,24,Oct 2022 - Mar 2023,"104,683 members",7.86
2924,ef: A Tale of Memories.,TV,12,Oct 2007 - Dec 2007,"262,727 members",7.86
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Movie,1,Feb 1988 - Feb 1988,"42,034 members",7.86
7645,Heartcatch Precure!,TV,49,Feb 2010 - Jan 2011,"35,227 members",7.86
5680,K-On!,TV,13,Apr 2009 - Jun 2009,"1,089,912 members",7.86
10080,Kami nomi zo Shiru Sekai II,TV,12,Apr 2011 - Jun 2011,"401,074 members",7.86
16782,Kotonoha no Niwa,Movie,1,May 2013 - May 2013,"899,922 members",7.86
55855,Kuroshitsuji: Kishuku Gakkou-hen,TV,11,Apr 2024 - Jun 2024,"93,670 members",7.86
34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Movie,1,Feb 2017 - Feb 2017,"43,441 members",7.86
25517,Magic Kaito 1412,TV,24,Oct 2014 - Mar 2015,"130,566 members",7.86
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,Movie,1,Jan 2010 - Jan 2010,"32,686 members",7.86
779,Meitantei Conan Movie 01: Tokei Jikake no Matenrou,Movie,1,Apr 1997 - Apr 1997,"75,812 members",7.86
38770,Meitantei Conan Movie 23: Konjou no Fist,Movie,1,Apr 2019 - Apr 2019,"32,077 members",7.86
36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,TV Special,1,Aug 2017 - Aug 2017,"45,330 members",7.86
6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA,1,Apr 2009 - Apr 2009,"177,763 members",7.86
33926,Quanzhi Gaoshou,ONA,12,Apr 2017 - Jun 2017,"383,367 members",7.86
42249,Tokyo Revengers,TV,24,Apr 2021 - Sep 2021,"1,334,492 members",7.86
54790,Undead Girl Murder Farce,TV,13,Jul 2023 - Sep 2023,"169,153 members",7.86
37936,Wu Shan Wu Xing (2020),ONA,3,Jul 2020 - Aug 2020,"68,627 members",7.86
6377,Zan Sayonara Zetsubou Sensei,TV,13,Jul 2009 - Sep 2009,"111,132 members",7.86
2605,Sayonara Zetsubou Sensei,TV,12,Jul 2007 - Sep 2007,"356,050 members",7.85
49363,SK∞ OVA: Extra Part,OVA,1,Mar 2025 - Mar 2025,"42,896 members",7.85
3588,Soul Eater,TV,51,Apr 2008 - Mar 2009,"1,694,080 members",7.85
22,Tennis no Oujisama,TV,178,Oct 2001 - Mar 2005,"191,700 members",7.85
2158,Terra e... (TV),TV,24,Apr 2007 - Sep 2007,"64,364 members",7.85
41389,Tonikaku Kawaii,TV,12,Oct 2020 - Dec 2020,"793,042 members",7.85
949,Top wo Nerae! Gunbuster,OVA,6,Oct 1988 - Jul 1989,"137,152 members",7.85
54829,Urusei Yatsura (2022) 2nd Season,TV,23,Jan 2024 - Jun 2024,"52,142 members",7.85
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,TV,12,Jul 2017 - Sep 2017,"1,372,388 members",7.85
23225,Yuru Yuri Nachuyachumi!,OVA,1,Feb 2015 - Feb 2015,"76,390 members",7.85
54846,Aishang Ta de Liyou,ONA,22,Apr 2023 - Jun 2023,"41,375 members",7.85
37435,Carole & Tuesday,TV,24,Apr 2019 - Oct 2019,"340,830 members",7.85
35082,Hibike! Euphonium Movie 2: Todoketai Melody,Movie,1,Sep 2017 - Sep 2017,"34,401 members",7.85
30415,High☆Speed! Movie: Free! Starting Days,Movie,1,Dec 2015 - Dec 2015,"96,695 members",7.85
37029,Hoozuki no Reitetsu 2nd Season: Sono Ni,TV,13,Apr 2018 - Jul 2018,"30,983 members",7.85
9734,K-On!!: Keikaku!,Special,1,Mar 2011 - Mar 2011,"131,275 members",7.85
6862,K-On!: Live House!,Special,1,Jan 2010 - Jan 2010,"167,214 members",7.85
49828,Kidou Senshi Gundam: Suisei no Majo,TV,12,Oct 2022 - Jan 2023,"172,679 members",7.85
50403,Liang Bu Yi 2nd Season,ONA,24,Oct 2022 - Apr 2023,"6,064 members",7.85
18429,Lupin III vs. Meitantei Conan: The Movie,Movie,1,Dec 2013 - Dec 2013,"34,761 members",7.85
42745,Machikado Mazoku: 2-choume,TV,12,Apr 2022 - Jul 2022,"73,600 members",7.85
54764,Madogiwa no Totto-chan,Movie,1,Dec 2023 - Dec 2023,"4,206 members",7.85
35798,Meitantei Conan Movie 22: Zero no Shikkounin,Movie,1,Apr 2018 - Apr 2018,"33,659 members",7.85
795,Oniisama e...,TV,39,Jul 1991 - May 1992,"51,776 members",7.85
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,OVA,1,Dec 2005 - Dec 2005,"15,270 members",7.84
56704,Kengan Ashura Season 2 Part 2,ONA,16,Aug 2024 - Aug 2024,"24,536 members",7.84
569,Musekinin Kanchou Tylor,TV,26,Jan 1993 - Jul 1993,"52,719 members",7.84
30885,Noragami Aragoto OVA,OVA,2,Nov 2015 - Mar 2016,"266,775 members",7.84
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,TV Special,1,Aug 2014 - Aug 2014,"98,800 members",7.84
36796,Owarimonogatari 2nd Season Recaps,TV Special,2,Aug 2017 - Aug 2017,"27,502 members",7.84
26123,Seitokai Yakuindomo* OVA,OVA,10,May 2014 - Sep 2020,"83,101 members",7.84
8063,Sekaiichi Hatsukoi OVA,OVA,2,Mar 2011 - Sep 2011,"73,135 members",7.84
49889,Tsuki ga Michibiku Isekai Douchuu 2nd Season,TV,25,Jan 2024 - Jun 2024,"289,919 members",7.84
6505,Tteotda Keunyeo!!,ONA,5,Apr 2003 - Dec 2008,"25,499 members",7.84
1921,Urusei Yatsura 2: Beautiful Dreamer,Movie,1,Feb 1984 - Feb 1984,"22,655 members",7.84
60541,Wu Dong Qian Kun 5th Season,ONA,12,Jan 2025 - Jan 2025,"1,489 members",7.84
6586,Yume-iro Pâtissière,TV,50,Oct 2009 - Sep 2010,"87,544 members",7.84
9513,Beelzebub,TV,60,Jan 2011 - Mar 2012,"615,924 members",7.84
31964,Boku no Hero Academia,TV,13,Apr 2016 - Jun 2016,"3,158,232 members",7.84
50250,Chiikawa,TV,?,Apr 2022 -,"7,366 members",7.84
52505,Dark Gathering,TV,25,Jul 2023 - Dec 2023,"165,055 members",7.84
8408,Durarara!! Specials,Special,2,Aug 2010 - Feb 2011,"171,475 members",7.84
54968,Giji Harem,TV,12,Jul 2024 - Sep 2024,"182,445 members",7.84
24471,Hoozuki no Reitetsu OVA,OVA,4,Feb 2015 - Mar 2017,"18,214 members",7.84
32998,91 Days,TV,12,Jul 2016 - Oct 2016,"760,472 members",7.83
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,1,Aug 2013 - Aug 2013,"304,981 members",7.83
60557,Fanren Xiu Xian Chuan: Waihai Fengyun,ONA,52,Jan 2025 -,"1,190 members",7.83
40262,Haikyuu!! Riku vs. Kuu,OVA,2,Jan 2020 - Jan 2020,"326,149 members",7.83
14175,Hanasaku Iroha Movie: Home Sweet Home,Movie,1,Mar 2013 - Mar 2013,"94,985 members",7.83
3604,Hidamari Sketch x 365,TV,13,Jul 2008 - Sep 2008,"45,165 members",7.83
48926,"Komi-san wa, Comyushou desu.",TV,12,Oct 2021 - Dec 2021,"953,728 members",7.83
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,1,Jun 2016 - Jun 2016,"427,623 members",7.83
31741,Magi: Sinbad no Bouken (TV),TV,13,Apr 2016 - Jul 2016,"501,200 members",7.83
4087,Michiko to Hatchin,TV,22,Oct 2008 - Mar 2009,"212,141 members",7.83
1376,Ojamajo Doremi Na-i-sho,OVA,13,Jun 2004 - Dec 2004,"12,325 members",7.83
50739,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,TV,12,Jan 2023 - Mar 2023,"373,916 members",7.83
400,Seihou Bukyou Outlaw Star,TV,24,Jan 1998 - Jun 1998,"163,748 members",7.83
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Movie,1,Mar 2014 - Mar 2014,"69,712 members",7.83
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,Movie,1,Nov 2014 - Nov 2014,"135,715 members",7.83
36106,Shingeki no Kyojin: Lost Girls,OVA,3,Dec 2017 - Aug 2018,"324,924 members",7.83
6582,Tentai Senshi Sunred 2nd Season,TV,26,Oct 2009 - Mar 2010,"8,541 members",7.83
9941,Tiger & Bunny,TV,25,Apr 2011 - Sep 2011,"233,350 members",7.83
52093,Trigun Stampede,TV,12,Jan 2023 - Mar 2023,"210,092 members",7.83
890,Yuusha-Ou GaoGaiGar,TV,49,Feb 1997 - Jan 1998,"23,978 members",7.83
34504,Seitokai Yakuindomo Movie,Movie,1,Jul 2017 - Jul 2017,"64,082 members",7.82
39575,Somali to Mori no Kamisama,TV,12,Jan 2020 - Mar 2020,"305,554 members",7.82
48849,Sonny Boy,TV,12,Jul 2021 - Oct 2021,"344,837 members",7.82
849,Suzumiya Haruhi no Yuuutsu,TV,14,Apr 2006 - Jul 2006,"950,096 members",7.82
54918,Tokyo Revengers: Tenjiku-hen,TV,13,Oct 2023 - Dec 2023,"238,836 members",7.82
17909,Uchouten Kazoku,TV,13,Jul 2013 - Sep 2013,"184,224 members",7.82
40615,Umibe no Étranger,Movie,1,Sep 2020 - Sep 2020,"203,294 members",7.82
53859,Wan Sheng Jie 4,ONA,12,Jul 2023 - Jul 2023,"17,626 members",7.82
48548,5-toubun no Hanayome Movie,Movie,1,May 2022 - May 2022,"288,480 members",7.82
1485,Akachan to Boku,TV,35,Jul 1996 - Mar 1997,"35,887 members",7.82
283,Akage no Anne,TV,50,Jan 1979 - Dec 1979,"48,202 members",7.82
388,Capeta,TV,52,Oct 2005 - Sep 2006,"40,520 members",7.82
12893,Danshi Koukousei no Nichijou Specials,Special,6,Apr 2012 - Sep 2012,"153,625 members",7.82
40956,Enen no Shouboutai: Ni no Shou,TV,24,Jul 2020 - Dec 2020,"847,290 members",7.82
23289,Gekkan Shoujo Nozaki-kun,TV,12,Jul 2014 - Sep 2014,"971,137 members",7.82
36593,Hug tto! Precure,TV,49,Feb 2018 - Jan 2019,"30,331 members",7.82
40046,Id:Invaded,TV,13,Jan 2020 - Mar 2020,"407,433 members",7.82
39534,Jibaku Shounen Hanako-kun,TV,12,Jan 2020 - Mar 2020,"647,936 members",7.82
37765,Kidou Senshi Gundam: Senkou no Hathaway,Movie,1,Jun 2021 - Jun 2021,"55,158 members",7.82
32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Movie,1,Dec 2016 - Dec 2016,"57,420 members",7.82
49784,Mairimashita! Iruma-kun 3rd Season,TV,21,Oct 2022 - Mar 2023,"227,769 members",7.82
28881,New Initial D Movie: Legend 2 - Tousou,Movie,1,May 2015 - May 2015,"45,216 members",7.82
50410,One Piece Film: Red,Movie,1,Aug 2022 - Aug 2022,"205,858 members",7.82
4280,Kara no Kyoukai Movie 4: Garan no Dou,Movie,1,May 2008 - May 2008,"233,324 members",7.81
60083,Kowloon Generic Romance,TV,13,Apr 2025 -,"68,226 members",7.81
33489,Little Witch Academia (TV),TV,25,Jan 2017 - Jun 2017,"684,378 members",7.81
54724,Nige Jouzu no Wakagimi,TV,12,Jul 2024 - Sep 2024,"177,156 members",7.81
56175,Oomuro-ke: Dear Sisters,Movie,1,Feb 2024 - Feb 2024,"16,545 members",7.81
11123,Sekaiichi Hatsukoi 2,TV,12,Oct 2011 - Dec 2011,"172,697 members",7.81
44196,Shanhe Jian Xin,ONA,16,Feb 2021 - Mar 2021,"22,595 members",7.81
32093,Tanaka-kun wa Itsumo Kedaruge,TV,12,Apr 2016 - Jun 2016,"495,393 members",7.81
12445,Tasogare Otome x Amnesia,TV,12,Apr 2012 - Jun 2012,"432,059 members",7.81
51761,Uma Musume: Pretty Derby - Road to the Top,ONA,4,Apr 2023 - May 2023,"27,303 members",7.81
10521,Working'!!,TV,13,Oct 2011 - Dec 2011,"282,270 members",7.81
56215,Yi Nian Yong Heng 3rd Season,ONA,59,Jul 2024 -,"2,585 members",7.81
12403,Yuru Yuri♪♪,TV,12,Jul 2012 - Sep 2012,"203,632 members",7.81
51716,Bishoujo Senshi Sailor Moon Cosmos Movie,Movie,2,Jun 2023 - Jun 2023,"25,895 members",7.81
9465,Break Blade Movie 4: Sanka no Chi,Movie,1,Oct 2010 - Oct 2010,"70,236 members",7.81
31478,Bungou Stray Dogs,TV,12,Apr 2016 - Jun 2016,"1,483,729 members",7.81
59001,Cheng He Titong,ONA,24,Jun 2024 - Oct 2024,"13,949 members",7.81
48702,Dance Dance Danseur,TV,11,Apr 2022 - Jun 2022,"101,114 members",7.81
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,TV Special,1,Feb 1993 - Feb 1993,"129,235 members",7.81
48830,Free! Movie 5: The Final Stroke - Kouhen,Movie,1,Apr 2022 - Apr 2022,"44,958 members",7.81
28669,Go! Princess Precure,TV,50,Feb 2015 - Jan 2016,"32,073 members",7.81
4872,Goku Sayonara Zetsubou Sensei,OVA,3,Oct 2008 - Feb 2009,"77,581 members",7.81
29093,Grisaia no Meikyuu: Caprice no Mayu 0,TV Special,1,Apr 2015 - Apr 2015,"251,888 members",7.81
267,Gungrave,TV,26,Oct 2003 - Mar 2004,"209,763 members",7.81
40372,Haikyuu!! (OVA),OVA,10,Mar 2020 - Mar 2020,"34,578 members",7.81
24921,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,Movie,1,Oct 2015 - Oct 2015,"43,777 members",7.8
39195,Beastars,TV,12,Oct 2019 - Dec 2019,"915,913 members",7.8
1472,City Hunter 3,TV,13,Oct 1989 - Jan 1990,"34,927 members",7.8
966,Crayon Shin-chan,TV,?,Apr 1992 -,"89,673 members",7.8
2397,Digimon Adventure: Bokura no War Game!,Movie,1,Mar 2000 - Mar 2000,"93,969 members",7.8
2035,Eikoku Koi Monogatari Emma: Molders-hen,TV,12,Apr 2007 - Jul 2007,"40,642 members",7.8
55993,Fanren Xiu Xian Chuan: Xinghai Feichi Xuzhang,ONA,4,Jul 2023 - Aug 2023,"13,497 members",7.8
2623,Flanders no Inu (Movie),Movie,1,Mar 1997 - Mar 1997,"34,862 members",7.8
2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,OVA,7,Jul 1992 - Jan 1998,"28,819 members",7.8
31433,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,TV,12,Apr 2018 - Jun 2018,"101,964 members",7.8
9563,Hidamari Sketch x ☆☆☆ Specials,TV Special,2,Oct 2010 - Oct 2010,"27,519 members",7.8
451,InuYasha Movie 3: Tenka Hadou no Ken,Movie,1,Dec 2003 - Dec 2003,"116,734 members",7.8
253,Jungle wa Itsumo Hare nochi Guu,TV,26,Apr 2001 - Sep 2001,"47,031 members",7.8
28725,Kokoro ga Sakebitagatterunda.,Movie,1,Sep 2015 - Sep 2015,"344,339 members",7.8
4472,Lucky☆Star: Original na Visual to Animation,OVA,1,Sep 2008 - Sep 2008,"148,216 members",7.8
40082,Lupin III: The First,Movie,1,Dec 2019 - Dec 2019,"46,405 members",7.8
34745,Mahoujin Guruguru (2017),TV,24,Jul 2017 - Dec 2017,"34,432 members",7.8
55813,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,TV,12,Jan 2024 - Mar 2024,"434,603 members",7.8
7304,Meitantei Conan Movie 08: Ginyoku no Time Travel Recap,TV Special,1,Apr 2004 - Apr 2004,"22,594 members",7.8
57559,MF Ghost 2nd Season,TV,12,Oct 2024 - Dec 2024,"38,413 members",7.8
50360,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,Special,1,Mar 2022 - Mar 2022,"197,584 members",7.8
19613,New Initial D Movie: Legend 1 - Kakusei,Movie,1,Aug 2014 - Aug 2014,"41,543 members",7.8
55745,Ni Tian Xieshen,ONA,30,Sep 2023 - Mar 2024,"1,824 members",7.8
